path,sentence,age,gender,accents
dataset/common_voice_en_23709112.mp3,"After his death, a memorial fund was set up in his name.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_28284615.mp3,She backed out of working on later episodes though.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_19657288.mp3,The company's Chief Executive Officer is Karyn Schoenbart.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_28027775.mp3,It is the birthplace of mathematician James MacCullagh.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_28345566.mp3,He worked as a fireman for six months and held various positions there.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21942818.mp3,Santo-Dumont suffered only bruises.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27305734.mp3,"After repairing the transporter and reestablishing voice communications, ""Enterprise"" retreats to a safe distance.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27290144.mp3,"Subsequently, the band underwent a series of changes in its line-up.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27169290.mp3,"However, current variants support it.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22404691.mp3,"Alternate titles considered were ""The Only Way to Love"" and ""Girl Crazy"".",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27468978.mp3,It is one of a few drawbridges on the Interstate Highway System.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_19944367.mp3,"The song won, and automatically advanced to Eurovision.",thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27437489.mp3,Variety in sex relations and economic freedom have nothing in common.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27093362.mp3,"Lyle was born in Louisville, Kentucky.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27190782.mp3,"In two of these counties, Harghita and Covasna, Hungarians form the majority of inhabitants.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18861140.mp3,The administrative head of the zone is called General Manager.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27366235.mp3,All in all Loehlin finds admixture studies inconclusive and recommends more research.,teens,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27234649.mp3,She is currently the Saint Gowan lightvessel.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21269562.mp3,The Punisher used this home as the residence of John Travolta's character Mr. Saint.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27186953.mp3,"When local farmers have a bad harvest, the Hillsboro economy can also suffer.",fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22867245.mp3,"The latter was this reunion's last gig, the project disbanding shortly afterwards.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27503866.mp3,Many scientific advances were also achieved during this period.,teens,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_35028619.mp3,"More specifically, he is interested in the computational aspects of algebra and analysis.",thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22405011.mp3,I wasn't talking to anybody.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18638226.mp3,We sell an assortment of screws.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27039212.mp3,He was of Huguenot descent.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27157418.mp3,They assigned the infamous identification numbering system using discs.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22334570.mp3,The series has been enduringly popular.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27460199.mp3,The mission had exceeded its goals in the first month.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23735331.mp3,High courts have original and appellate jurisdiction.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22317252.mp3,"The university is composed of six faculties, spread over three campuses.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23690748.mp3,"The locomotives were built by three workshops, each with a different naming system.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18738202.mp3,Dar es Salaam is widely regarded as a desirable family post by expatriates.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23384473.mp3,That should have been enough.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18723595.mp3,The name Triggshire has been adopted by different clubs and organizations in the area.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_26989269.mp3,"In the ""Later Judean ministry"" Jesus starts his final journey to Jerusalem through Judea.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27479913.mp3,It is home to Delta College.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27407666.mp3,"Hence, for that period, the Lebanese were not distinguished from Syrians.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23345678.mp3,The head is coloured a dark grey.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27010542.mp3,"The longer it is depressed, the farther the unit launches.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23403172.mp3,Lansdowne was a rural constituency in the province's southwestern corner.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27047601.mp3,It has been described as politically liberal.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23682239.mp3,"After his playing career ended, Wennington became a radio color commentator for the Bulls.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27078648.mp3,The samples are sent to an Archaeomagnetic Laboratory for processing.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18872887.mp3,"He was inspired by the works of Ayn Rand, particularly Atlas Shrugged.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27018794.mp3,"Other notable songs from the album are ""Halifot,"" ""Hakafa Metzaltzelet"" and ""Rak Po"".",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27228213.mp3,"But, for the most part, she tends to be uninvolved in politics.",fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18844774.mp3,Barclay Township was named for an early settler.,fourties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27643945.mp3,The municipality comprises no other population centres.,thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21269574.mp3,Hence market prices do not always accurately reflect what people value.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21399229.mp3,"They were recognized by organizations in the fields of journalism, history, and the arts.",thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27257993.mp3,"In reality, the gremlins were a form of ""buck passing"" or deflecting blame.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18852400.mp3,The Chalaronne flows northwest through the middle of the commune and crosses the village.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18836252.mp3,And to also try to get friends for the future.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27564740.mp3,"One of his sunsequent tracks, ""Salty Dog Blues"", became his most famous song.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27344475.mp3,Her image stands next to other musical greats including Fats Domino.,fourties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_30502039.mp3,All the Muslims of Tbilisi at the time were buried in this cemetery.,thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27293476.mp3,He wanted never to leave the upper air again.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23635387.mp3,Penney was traded that offseason to Winnipeg for Brian Hayward.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27223687.mp3,"Bell Shakespeare has a well-developed education program, conceived by company founder John Bell.",teens,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27415958.mp3,The splash pages of the first four chapters all show Matt Murdock lying down.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27688858.mp3,David also played for the New Orleans Saints and Detroit Lions.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22405527.mp3,"During his school years, Tyson was often teased about his looks.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18876175.mp3,Jan Lievens painted him marvelously.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27286855.mp3,"But the robust, sweet, smooth flavor and cedar notes makes Booker's a favorite.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22311701.mp3,It is currently represented by Peter Khalil of the Australian Labor Party.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27047720.mp3,Gubbay had presented a story on her program E!,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22670550.mp3,"Their second single, ""Beatbox"", was featured on ""American Idol"".",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27348056.mp3,Eisenhower and the Hippies was covered by Man or Astro-man?,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27617086.mp3,Holy Spirit was the first in-game vocal theme Sakimoto has written.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27014828.mp3,Dundas Island was named by Captain George Vancouver in Dundas' honour.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_20386623.mp3,"Members of this genus are sometimes also placed in the genus ""Chrysanthemum"".",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23352735.mp3,Thomas Michael Holt for the Democratic gubernatorial nomination.,thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_25271708.mp3,"His problems are not merely a result of personal insanity, without larger significance.",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_30442358.mp3,Five burial mounds from the Bronze Age have been discovered on the island.,thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_31709951.mp3,Lieutenant Colonel Elchin Mammadov was appointed commander of the unit.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18723889.mp3,It now accepts day pupils but is still predominantly a boarding school.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23354109.mp3,"According to the medieval historian Rodulfus Glaber, Susa was ""the oldest of Alpine towns"".",thirties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23728997.mp3,The driver of the northbound train sought safety in the engine room.,thirties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22511956.mp3,"He participated in two World Championship Formula One Grands Prix, scoring no championship points.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27474145.mp3,The festival typically lasts four days and is held in the early autumn.,teens,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22793145.mp3,"She had also made appearances on the National Lottery Show and ""Blue Peter"".",twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_30313583.mp3,Things get complicated when Amrita discovers she is pregnant.,twenties,male_masculine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27444937.mp3,Thirteen stars were also included on the obverse.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27105373.mp3,Its first minister was Charles Marx.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27273088.mp3,The quarterback can also run the opposite way depending on how the defense reacts.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22323970.mp3,The complex is named for American humorist and writer Will Rogers.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27315482.mp3,The house is of three floors.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22332929.mp3,"Ross's ascent showed Cherokee leaders recognized the importance of educated, English-speaking leaders.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18711987.mp3,He received the man of the match award for his performance.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27214039.mp3,"The reference to a malevolent Samaritan is, however, a familiar device of Jewish literature.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_18733670.mp3,"He wrote, illustrated, and published, City Heat, a Collection of Stories and Poems.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27353621.mp3,It is now owned by Bell Media through its Bell Media Radio division.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27155646.mp3,Jonah escapes and races back to tell Mike and Larry.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27467296.mp3,He worked for a while as a lawyer before entering politics.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27228986.mp3,Rock and Roll Divorce was a half-official release.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23743194.mp3,"Weeping, Miriam tells him there is no release.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_20457767.mp3,"See also the section of ""Young Adult Readers Novels"" in this article.",fifties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_23742197.mp3,Each user-defined function carries certain properties or characteristics.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27302830.mp3,Alex is determined not to let the past repeat itself and lose her again.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27293867.mp3,His psychology is good.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27214360.mp3,The parvocellular nuclei regulate exhalation.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27287390.mp3,Reginald went to refortify his own castle of Belfort on the Litani River.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27467641.mp3,The main nucleus of pure eastern wolves is currently concentrated within Algonquin Provincial Park.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27473993.mp3,This was the same set used to shoot the movie.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27498770.mp3,"To perform a kamikaze knot, a sheepshank is first constructed.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27265997.mp3,The Duke of Edinburgh visited the school.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_20129674.mp3,Nearby is Baggy Moor and the River Perry.,teens,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21721503.mp3,"Before and during Franklin D. Roosevelt's presidency, the extent of his disability was minimized.",thirties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27375780.mp3,Wiffen subsequently signed to Fantasy Records as a solo artist.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_21269639.mp3,Indian scouts reported to the French that an attack was coming.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27465143.mp3,Vincent is named after Vincent Avenue which passes through the community.,fourties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27273813.mp3,He was related to West Ham United and Wales midfielder Jack Collison.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22331970.mp3,"Once this rule has been established, the rule swaps.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27214684.mp3,Numerous articles reporting conventional radio astronomy observations have been published.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27449928.mp3,Two heats of three riders were held.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_19677779.mp3,"However, this can also serve as an open path for a possible sequel.",thirties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27605483.mp3,He was known in the legislature as an aggressive debater.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27214687.mp3,"The couple had four children: Edward Dunwoodie, James Ashmore, Constance Alice, and Eileen Buell.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27207170.mp3,Both spellings are equally valid.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_22404565.mp3,Victor Hugo Sibille was the first mayor.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27427941.mp3,Fuel delivery was accomplished with sequential multi-port fuel injection with dual spray injectors.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27195209.mp3,It is the gateway to the Valley of a Thousand Hills.,twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
dataset/common_voice_en_27107703.mp3,"His band, Manalive, recorded at the famous Sun Records Studio in Memphis, Tennessee.",twenties,female_feminine,"india and south asia (india, pakistan, sri lanka)"
